region_user,cell_type_label,gene,gene_role,source,confidence,notes
RE,Reticular/inhibitory thalamic exclusion,Slc17a7,exclusion_marker,v6_published_marker_canonical,high,Reticular thalamus (RT/ZI) GABA EXCLUSION (v6 list). Pvalb+ Sox14+ Dlx1/2+ = RT-derived inhibitory cells; use as exclusion control to confirm RE probes are NOT picking up RT/ZI.
RE,Reticular/inhibitory thalamic exclusion,Tcf7l2,exclusion_marker,v6_published_marker_canonical,high,Reticular thalamus (RT/ZI) GABA EXCLUSION (v6 list). Pvalb+ Sox14+ Dlx1/2+ = RT-derived inhibitory cells; use as exclusion control to confirm RE probes are NOT picking up RT/ZI.
RE,Reticular/inhibitory thalamic exclusion,Calb2,exclusion_marker,v6_published_marker_canonical,high,Reticular thalamus (RT/ZI) GABA EXCLUSION (v6 list). Pvalb+ Sox14+ Dlx1/2+ = RT-derived inhibitory cells; use as exclusion control to confirm RE probes are NOT picking up RT/ZI.
RE,Reticular/inhibitory thalamic exclusion,Pcp4,exclusion_marker,v6_published_marker_canonical,high,Reticular thalamus (RT/ZI) GABA EXCLUSION (v6 list). Pvalb+ Sox14+ Dlx1/2+ = RT-derived inhibitory cells; use as exclusion control to confirm RE probes are NOT picking up RT/ZI.
LM,Lateral mammillary excitatory,Slc17a6,positive_marker,v6_published_marker_canonical,high,Lateral mammillary excitatory markers (v6 list). Tac2/Prlr/Esr1/Nr4a2 are LM-enriched; Foxb1 in exclusion list because medial mammillary uses Foxb1.
LM,Lateral mammillary excitatory,Snap25,positive_marker,v6_published_marker_canonical,high,Lateral mammillary excitatory markers (v6 list). Tac2/Prlr/Esr1/Nr4a2 are LM-enriched; Foxb1 in exclusion list because medial mammillary uses Foxb1.
LM,Lateral mammillary excitatory,Syt4,positive_marker,v6_published_marker_canonical,high,Lateral mammillary excitatory markers (v6 list). Tac2/Prlr/Esr1/Nr4a2 are LM-enriched; Foxb1 in exclusion list because medial mammillary uses Foxb1.
LM,Lateral mammillary excitatory,Tac2,positive_marker,v6_published_marker_canonical,high,Lateral mammillary excitatory markers (v6 list). Tac2/Prlr/Esr1/Nr4a2 are LM-enriched; Foxb1 in exclusion list because medial mammillary uses Foxb1.
LM,Lateral mammillary excitatory,Prlr,positive_marker,v6_published_marker_canonical,high,Lateral mammillary excitatory markers (v6 list). Tac2/Prlr/Esr1/Nr4a2 are LM-enriched; Foxb1 in exclusion list because medial mammillary uses Foxb1.
LM,Lateral mammillary excitatory,Esr1,positive_marker,v6_published_marker_canonical,high,Lateral mammillary excitatory markers (v6 list). Tac2/Prlr/Esr1/Nr4a2 are LM-enriched; Foxb1 in exclusion list because medial mammillary uses Foxb1.
LM,Lateral mammillary excitatory,Nr4a2,positive_marker,v6_published_marker_canonical,high,Lateral mammillary excitatory markers (v6 list). Tac2/Prlr/Esr1/Nr4a2 are LM-enriched; Foxb1 in exclusion list because medial mammillary uses Foxb1.
LM,Lateral mammillary excitatory,Pdyn,positive_marker,v6_published_marker_canonical,high,Lateral mammillary excitatory markers (v6 list). Tac2/Prlr/Esr1/Nr4a2 are LM-enriched; Foxb1 in exclusion list because medial mammillary uses Foxb1.
LM,Lateral mammillary excitatory,Kcnc2,positive_marker,v6_published_marker_canonical,high,Lateral mammillary excitatory markers (v6 list). Tac2/Prlr/Esr1/Nr4a2 are LM-enriched; Foxb1 in exclusion list because medial mammillary uses Foxb1.
LM,Lateral mammillary excitatory,Gad1,exclusion_marker,v6_published_marker_canonical,high,Lateral mammillary excitatory markers (v6 list). Tac2/Prlr/Esr1/Nr4a2 are LM-enriched; Foxb1 in exclusion list because medial mammillary uses Foxb1.
LM,Lateral mammillary excitatory,Gad2,exclusion_marker,v6_published_marker_canonical,high,Lateral mammillary excitatory markers (v6 list). Tac2/Prlr/Esr1/Nr4a2 are LM-enriched; Foxb1 in exclusion list because medial mammillary uses Foxb1.
LM,Lateral mammillary excitatory,Slc32a1,exclusion_marker,v6_published_marker_canonical,high,Lateral mammillary excitatory markers (v6 list). Tac2/Prlr/Esr1/Nr4a2 are LM-enriched; Foxb1 in exclusion list because medial mammillary uses Foxb1.
LM,Lateral mammillary excitatory,Foxb1,exclusion_marker,v6_published_marker_canonical,high,Lateral mammillary excitatory markers (v6 list). Tac2/Prlr/Esr1/Nr4a2 are LM-enriched; Foxb1 in exclusion list because medial mammillary uses Foxb1.
LM,Nearby hypothalamic exclusion populations,Rprm,positive_marker,v6_published_marker_canonical,high,Hypothalamic EXCLUSION populations (v6 list). MM-medial: Rprm/Cck/Cartpt/Lhx1os/Foxb1+. Other hypothalamic neighbors: AHN/RCH/LHA Otp+/Fezf1+. Use as exclusion control for LM probes.
LM,Nearby hypothalamic exclusion populations,Cck,positive_marker,v6_published_marker_canonical,high,Hypothalamic EXCLUSION populations (v6 list). MM-medial: Rprm/Cck/Cartpt/Lhx1os/Foxb1+. Other hypothalamic neighbors: AHN/RCH/LHA Otp+/Fezf1+. Use as exclusion control for LM probes.
LM,Nearby hypothalamic exclusion populations,Cartpt,positive_marker,v6_published_marker_canonical,high,Hypothalamic EXCLUSION populations (v6 list). MM-medial: Rprm/Cck/Cartpt/Lhx1os/Foxb1+. Other hypothalamic neighbors: AHN/RCH/LHA Otp+/Fezf1+. Use as exclusion control for LM probes.
LM,Nearby hypothalamic exclusion populations,Lhx1os,positive_marker,v6_published_marker_canonical,high,Hypothalamic EXCLUSION populations (v6 list). MM-medial: Rprm/Cck/Cartpt/Lhx1os/Foxb1+. Other hypothalamic neighbors: AHN/RCH/LHA Otp+/Fezf1+. Use as exclusion control for LM probes.
LM,Nearby hypothalamic exclusion populations,Foxb1,positive_marker,v6_published_marker_canonical,high,Hypothalamic EXCLUSION populations (v6 list). MM-medial: Rprm/Cck/Cartpt/Lhx1os/Foxb1+. Other hypothalamic neighbors: AHN/RCH/LHA Otp+/Fezf1+. Use as exclusion control for LM probes.
LM,Nearby hypothalamic exclusion populations,Otp,positive_marker,v6_published_marker_canonical,high,Hypothalamic EXCLUSION populations (v6 list). MM-medial: Rprm/Cck/Cartpt/Lhx1os/Foxb1+. Other hypothalamic neighbors: AHN/RCH/LHA Otp+/Fezf1+. Use as exclusion control for LM probes.
LM,Nearby hypothalamic exclusion populations,Fezf1,positive_marker,v6_published_marker_canonical,high,Hypothalamic EXCLUSION populations (v6 list). MM-medial: Rprm/Cck/Cartpt/Lhx1os/Foxb1+. Other hypothalamic neighbors: AHN/RCH/LHA Otp+/Fezf1+. Use as exclusion control for LM probes.
LM,Nearby hypothalamic exclusion populations,Pdrm12,positive_marker,v6_published_marker_canonical,high,Hypothalamic EXCLUSION populations (v6 list). MM-medial: Rprm/Cck/Cartpt/Lhx1os/Foxb1+. Other hypothalamic neighbors: AHN/RCH/LHA Otp+/Fezf1+. Use as exclusion control for LM probes.
LM,Nearby hypothalamic exclusion populations,Gsx1,positive_marker,v6_published_marker_canonical,high,Hypothalamic EXCLUSION populations (v6 list). MM-medial: Rprm/Cck/Cartpt/Lhx1os/Foxb1+. Other hypothalamic neighbors: AHN/RCH/LHA Otp+/Fezf1+. Use as exclusion control for LM probes.
LM,Nearby hypothalamic exclusion populations,Slc17a6,exclusion_marker,v6_published_marker_canonical,high,Hypothalamic EXCLUSION populations (v6 list). MM-medial: Rprm/Cck/Cartpt/Lhx1os/Foxb1+. Other hypothalamic neighbors: AHN/RCH/LHA Otp+/Fezf1+. Use as exclusion control for LM probes.
LM,Nearby hypothalamic exclusion populations,Tac2,exclusion_marker,v6_published_marker_canonical,high,Hypothalamic EXCLUSION populations (v6 list). MM-medial: Rprm/Cck/Cartpt/Lhx1os/Foxb1+. Other hypothalamic neighbors: AHN/RCH/LHA Otp+/Fezf1+. Use as exclusion control for LM probes.
LM,Nearby hypothalamic exclusion populations,Prlr,exclusion_marker,v6_published_marker_canonical,high,Hypothalamic EXCLUSION populations (v6 list). MM-medial: Rprm/Cck/Cartpt/Lhx1os/Foxb1+. Other hypothalamic neighbors: AHN/RCH/LHA Otp+/Fezf1+. Use as exclusion control for LM probes.
LM,Nearby hypothalamic exclusion populations,Nr4a2,exclusion_marker,v6_published_marker_canonical,high,Hypothalamic EXCLUSION populations (v6 list). MM-medial: Rprm/Cck/Cartpt/Lhx1os/Foxb1+. Other hypothalamic neighbors: AHN/RCH/LHA Otp+/Fezf1+. Use as exclusion control for LM probes.
ORBm,L2/3 IT excitatory,Slc17a7,positive_marker,v6_published_marker_canonical,high,Cortical L2/3 IT canonical markers (v6 list).
ORBm,L2/3 IT excitatory,Satb2,positive_marker,v6_published_marker_canonical,high,Cortical L2/3 IT canonical markers (v6 list).
ORBm,L2/3 IT excitatory,Cux1,positive_marker,v6_published_marker_canonical,high,Cortical L2/3 IT canonical markers (v6 list).
ORBm,L2/3 IT excitatory,Cux2,positive_marker,v6_published_marker_canonical,high,Cortical L2/3 IT canonical markers (v6 list).
ORBm,L2/3 IT excitatory,Rorb,positive_marker,v6_published_marker_canonical,high,Cortical L2/3 IT canonical markers (v6 list).
ORBm,L2/3 IT excitatory,Calb1,positive_marker,v6_published_marker_canonical,high,Cortical L2/3 IT canonical markers (v6 list).
ORBm,L2/3 IT excitatory,Cdh13,positive_marker,v6_published_marker_canonical,high,Cortical L2/3 IT canonical markers (v6 list).
ORBm,L2/3 IT excitatory,Slc17a6,positive_marker,v6_published_marker_canonical,high,Cortical L2/3 IT canonical markers (v6 list).
ORBm,L2/3 IT excitatory,Fst,positive_marker,v6_published_marker_canonical,high,Cortical L2/3 IT canonical markers (v6 list).
ORBm,L2/3 IT excitatory,Gad1,exclusion_marker,v6_published_marker_canonical,high,Cortical L2/3 IT canonical markers (v6 list).
ORBm,L2/3 IT excitatory,Gad2,exclusion_marker,v6_published_marker_canonical,high,Cortical L2/3 IT canonical markers (v6 list).
ORBm,L2/3 IT excitatory,Slc32a1,exclusion_marker,v6_published_marker_canonical,high,Cortical L2/3 IT canonical markers (v6 list).
ORBm,L2/3 IT excitatory,Foxp2,exclusion_marker,v6_published_marker_canonical,high,Cortical L2/3 IT canonical markers (v6 list).
ORBm,L2/3 IT excitatory,Bcl11b,exclusion_marker,v6_published_marker_canonical,high,Cortical L2/3 IT canonical markers (v6 list).
ORBm,L5 IT / L5 ET/PT output neurons,Slc17a7,positive_marker,v6_published_marker_canonical,high,L5 IT and L5 ET (PT) output neuron markers (v6 list). Fezf2 KEY for ET/PT lineage.
ORBm,L5 IT / L5 ET/PT output neurons,Satb2,positive_marker,v6_published_marker_canonical,high,L5 IT and L5 ET (PT) output neuron markers (v6 list). Fezf2 KEY for ET/PT lineage.
ORBm,L5 IT / L5 ET/PT output neurons,Bcl11b,positive_marker,v6_published_marker_canonical,high,L5 IT and L5 ET (PT) output neuron markers (v6 list). Fezf2 KEY for ET/PT lineage.
ORBm,L5 IT / L5 ET/PT output neurons,Fezf2,positive_marker,v6_published_marker_canonical,high,L5 IT and L5 ET (PT) output neuron markers (v6 list). Fezf2 KEY for ET/PT lineage.
ORBm,L5 IT / L5 ET/PT output neurons,Etv1,positive_marker,v6_published_marker_canonical,high,L5 IT and L5 ET (PT) output neuron markers (v6 list). Fezf2 KEY for ET/PT lineage.
ORBm,L5 IT / L5 ET/PT output neurons,Crym,positive_marker,v6_published_marker_canonical,high,L5 IT and L5 ET (PT) output neuron markers (v6 list). Fezf2 KEY for ET/PT lineage.
ORBm,L5 IT / L5 ET/PT output neurons,Deptor,positive_marker,v6_published_marker_canonical,high,L5 IT and L5 ET (PT) output neuron markers (v6 list). Fezf2 KEY for ET/PT lineage.
ORBm,L5 IT / L5 ET/PT output neurons,Pde1c,positive_marker,v6_published_marker_canonical,high,L5 IT and L5 ET (PT) output neuron markers (v6 list). Fezf2 KEY for ET/PT lineage.
ORBm,L5 IT / L5 ET/PT output neurons,Fam84b,positive_marker,v6_published_marker_canonical,high,L5 IT and L5 ET (PT) output neuron markers (v6 list). Fezf2 KEY for ET/PT lineage.
ORBm,L5 IT / L5 ET/PT output neurons,Cux1,exclusion_marker,v6_published_marker_canonical,high,L5 IT and L5 ET (PT) output neuron markers (v6 list). Fezf2 KEY for ET/PT lineage.
ORBm,L5 IT / L5 ET/PT output neurons,Cux2,exclusion_marker,v6_published_marker_canonical,high,L5 IT and L5 ET (PT) output neuron markers (v6 list). Fezf2 KEY for ET/PT lineage.
ORBm,L5 IT / L5 ET/PT output neurons,Rorb,exclusion_marker,v6_published_marker_canonical,high,L5 IT and L5 ET (PT) output neuron markers (v6 list). Fezf2 KEY for ET/PT lineage.
ORBm,L5 IT / L5 ET/PT output neurons,Gad1,exclusion_marker,v6_published_marker_canonical,high,L5 IT and L5 ET (PT) output neuron markers (v6 list). Fezf2 KEY for ET/PT lineage.
ORBm,L6 CT / L6b,Slc17a7,positive_marker,v6_published_marker_canonical,high,L6 CT (Foxp2+ Tle4+ Ntsr1+) and L6b (Ctgf/Ccn2+ Cplx3+ Nxph4+) markers (v6 list).
ORBm,L6 CT / L6b,Foxp2,positive_marker,v6_published_marker_canonical,high,L6 CT (Foxp2+ Tle4+ Ntsr1+) and L6b (Ctgf/Ccn2+ Cplx3+ Nxph4+) markers (v6 list).
ORBm,L6 CT / L6b,Tle4,positive_marker,v6_published_marker_canonical,high,L6 CT (Foxp2+ Tle4+ Ntsr1+) and L6b (Ctgf/Ccn2+ Cplx3+ Nxph4+) markers (v6 list).
ORBm,L6 CT / L6b,Ntsr1,positive_marker,v6_published_marker_canonical,high,L6 CT (Foxp2+ Tle4+ Ntsr1+) and L6b (Ctgf/Ccn2+ Cplx3+ Nxph4+) markers (v6 list).
ORBm,L6 CT / L6b,Ctgf,positive_marker,v6_published_marker_canonical,high,L6 CT (Foxp2+ Tle4+ Ntsr1+) and L6b (Ctgf/Ccn2+ Cplx3+ Nxph4+) markers (v6 list).
ORBm,L6 CT / L6b,Ccn2,positive_marker,v6_published_marker_canonical,high,L6 CT (Foxp2+ Tle4+ Ntsr1+) and L6b (Ctgf/Ccn2+ Cplx3+ Nxph4+) markers (v6 list).
ORBm,L6 CT / L6b,Cplx3,positive_marker,v6_published_marker_canonical,high,L6 CT (Foxp2+ Tle4+ Ntsr1+) and L6b (Ctgf/Ccn2+ Cplx3+ Nxph4+) markers (v6 list).
ORBm,L6 CT / L6b,Nxph4,positive_marker,v6_published_marker_canonical,high,L6 CT (Foxp2+ Tle4+ Ntsr1+) and L6b (Ctgf/Ccn2+ Cplx3+ Nxph4+) markers (v6 list).
ORBm,L6 CT / L6b,Cux1,exclusion_marker,v6_published_marker_canonical,high,L6 CT (Foxp2+ Tle4+ Ntsr1+) and L6b (Ctgf/Ccn2+ Cplx3+ Nxph4+) markers (v6 list).
ORBm,L6 CT / L6b,Cux2,exclusion_marker,v6_published_marker_canonical,high,L6 CT (Foxp2+ Tle4+ Ntsr1+) and L6b (Ctgf/Ccn2+ Cplx3+ Nxph4+) markers (v6 list).
ORBm,L6 CT / L6b,Rorb,exclusion_marker,v6_published_marker_canonical,high,L6 CT (Foxp2+ Tle4+ Ntsr1+) and L6b (Ctgf/Ccn2+ Cplx3+ Nxph4+) markers (v6 list).
ORBm,L6 CT / L6b,Gad1,exclusion_marker,v6_published_marker_canonical,high,L6 CT (Foxp2+ Tle4+ Ntsr1+) and L6b (Ctgf/Ccn2+ Cplx3+ Nxph4+) markers (v6 list).
ORBm,Cortical interneurons,Gad1,positive_marker,v6_published_marker_canonical,high,Cortical PV/SST/VIP/LAMP5/SNCG interneurons (v6 list). Tasic 2018 / Yao 2021.
ORBm,Cortical interneurons,Gad2,positive_marker,v6_published_marker_canonical,high,Cortical PV/SST/VIP/LAMP5/SNCG interneurons (v6 list). Tasic 2018 / Yao 2021.
ORBm,Cortical interneurons,Slc32a1,positive_marker,v6_published_marker_canonical,high,Cortical PV/SST/VIP/LAMP5/SNCG interneurons (v6 list). Tasic 2018 / Yao 2021.
ORBm,Cortical interneurons,Sst,positive_marker,v6_published_marker_canonical,high,Cortical PV/SST/VIP/LAMP5/SNCG interneurons (v6 list). Tasic 2018 / Yao 2021.
ORBm,Cortical interneurons,Pvalb,positive_marker,v6_published_marker_canonical,high,Cortical PV/SST/VIP/LAMP5/SNCG interneurons (v6 list). Tasic 2018 / Yao 2021.
ORBm,Cortical interneurons,Vip,positive_marker,v6_published_marker_canonical,high,Cortical PV/SST/VIP/LAMP5/SNCG interneurons (v6 list). Tasic 2018 / Yao 2021.
ORBm,Cortical interneurons,Lamp5,positive_marker,v6_published_marker_canonical,high,Cortical PV/SST/VIP/LAMP5/SNCG interneurons (v6 list). Tasic 2018 / Yao 2021.
ORBm,Cortical interneurons,Sncg,positive_marker,v6_published_marker_canonical,high,Cortical PV/SST/VIP/LAMP5/SNCG interneurons (v6 list). Tasic 2018 / Yao 2021.
ORBm,Cortical interneurons,Cck,positive_marker,v6_published_marker_canonical,high,Cortical PV/SST/VIP/LAMP5/SNCG interneurons (v6 list). Tasic 2018 / Yao 2021.
ORBm,Cortical interneurons,Npy,positive_marker,v6_published_marker_canonical,high,Cortical PV/SST/VIP/LAMP5/SNCG interneurons (v6 list). Tasic 2018 / Yao 2021.
ORBm,Cortical interneurons,Reln,positive_marker,v6_published_marker_canonical,high,Cortical PV/SST/VIP/LAMP5/SNCG interneurons (v6 list). Tasic 2018 / Yao 2021.
ORBm,Cortical interneurons,Slc17a7,exclusion_marker,v6_published_marker_canonical,high,Cortical PV/SST/VIP/LAMP5/SNCG interneurons (v6 list). Tasic 2018 / Yao 2021.
ORBm,Cortical interneurons,Cux1,exclusion_marker,v6_published_marker_canonical,high,Cortical PV/SST/VIP/LAMP5/SNCG interneurons (v6 list). Tasic 2018 / Yao 2021.
ORBm,Cortical interneurons,Foxp2,exclusion_marker,v6_published_marker_canonical,high,Cortical PV/SST/VIP/LAMP5/SNCG interneurons (v6 list). Tasic 2018 / Yao 2021.
AId,Upper-layer IT excitatory,Slc17a7,positive_marker,v6_published_marker_canonical,high,Insula L2/3-L4 upper-layer IT markers (v6 list).
AId,Upper-layer IT excitatory,Satb2,positive_marker,v6_published_marker_canonical,high,Insula L2/3-L4 upper-layer IT markers (v6 list).
AId,Upper-layer IT excitatory,Cux1,positive_marker,v6_published_marker_canonical,high,Insula L2/3-L4 upper-layer IT markers (v6 list).
AId,Upper-layer IT excitatory,Cux2,positive_marker,v6_published_marker_canonical,high,Insula L2/3-L4 upper-layer IT markers (v6 list).
AId,Upper-layer IT excitatory,Rorb,positive_marker,v6_published_marker_canonical,high,Insula L2/3-L4 upper-layer IT markers (v6 list).
AId,Upper-layer IT excitatory,Calb1,positive_marker,v6_published_marker_canonical,high,Insula L2/3-L4 upper-layer IT markers (v6 list).
AId,Upper-layer IT excitatory,Slc17a6,positive_marker,v6_published_marker_canonical,high,Insula L2/3-L4 upper-layer IT markers (v6 list).
AId,Upper-layer IT excitatory,Gad1,exclusion_marker,v6_published_marker_canonical,high,Insula L2/3-L4 upper-layer IT markers (v6 list).
AId,Upper-layer IT excitatory,Gad2,exclusion_marker,v6_published_marker_canonical,high,Insula L2/3-L4 upper-layer IT markers (v6 list).
AId,Upper-layer IT excitatory,Slc32a1,exclusion_marker,v6_published_marker_canonical,high,Insula L2/3-L4 upper-layer IT markers (v6 list).
AId,Upper-layer IT excitatory,Foxp2,exclusion_marker,v6_published_marker_canonical,high,Insula L2/3-L4 upper-layer IT markers (v6 list).
AId,Upper-layer IT excitatory,Bcl11b,exclusion_marker,v6_published_marker_canonical,high,Insula L2/3-L4 upper-layer IT markers (v6 list).
AId,Deep-layer output neurons,Slc17a7,positive_marker,v6_published_marker_canonical,high,Insula L5 ET (Fezf2+) and L6 CT (Tle4+ Foxp2+ Ntsr1+) deep-layer output markers (v6 list).
AId,Deep-layer output neurons,Bcl11b,positive_marker,v6_published_marker_canonical,high,Insula L5 ET (Fezf2+) and L6 CT (Tle4+ Foxp2+ Ntsr1+) deep-layer output markers (v6 list).
AId,Deep-layer output neurons,Fezf2,positive_marker,v6_published_marker_canonical,high,Insula L5 ET (Fezf2+) and L6 CT (Tle4+ Foxp2+ Ntsr1+) deep-layer output markers (v6 list).
AId,Deep-layer output neurons,Etv1,positive_marker,v6_published_marker_canonical,high,Insula L5 ET (Fezf2+) and L6 CT (Tle4+ Foxp2+ Ntsr1+) deep-layer output markers (v6 list).
AId,Deep-layer output neurons,Crym,positive_marker,v6_published_marker_canonical,high,Insula L5 ET (Fezf2+) and L6 CT (Tle4+ Foxp2+ Ntsr1+) deep-layer output markers (v6 list).
AId,Deep-layer output neurons,Foxp2,positive_marker,v6_published_marker_canonical,high,Insula L5 ET (Fezf2+) and L6 CT (Tle4+ Foxp2+ Ntsr1+) deep-layer output markers (v6 list).
AId,Deep-layer output neurons,Tle4,positive_marker,v6_published_marker_canonical,high,Insula L5 ET (Fezf2+) and L6 CT (Tle4+ Foxp2+ Ntsr1+) deep-layer output markers (v6 list).
AId,Deep-layer output neurons,Ntsr1,positive_marker,v6_published_marker_canonical,high,Insula L5 ET (Fezf2+) and L6 CT (Tle4+ Foxp2+ Ntsr1+) deep-layer output markers (v6 list).
AId,Deep-layer output neurons,Cux1,exclusion_marker,v6_published_marker_canonical,high,Insula L5 ET (Fezf2+) and L6 CT (Tle4+ Foxp2+ Ntsr1+) deep-layer output markers (v6 list).
AId,Deep-layer output neurons,Cux2,exclusion_marker,v6_published_marker_canonical,high,Insula L5 ET (Fezf2+) and L6 CT (Tle4+ Foxp2+ Ntsr1+) deep-layer output markers (v6 list).
AId,Deep-layer output neurons,Rorb,exclusion_marker,v6_published_marker_canonical,high,Insula L5 ET (Fezf2+) and L6 CT (Tle4+ Foxp2+ Ntsr1+) deep-layer output markers (v6 list).
AId,Deep-layer output neurons,Gad1,exclusion_marker,v6_published_marker_canonical,high,Insula L5 ET (Fezf2+) and L6 CT (Tle4+ Foxp2+ Ntsr1+) deep-layer output markers (v6 list).
AId,Cortical interneurons,Gad1,positive_marker,v6_published_marker_canonical,high,Insular PV/SST/VIP/LAMP5/SNCG interneurons (v6 list).
AId,Cortical interneurons,Gad2,positive_marker,v6_published_marker_canonical,high,Insular PV/SST/VIP/LAMP5/SNCG interneurons (v6 list).
AId,Cortical interneurons,Slc32a1,positive_marker,v6_published_marker_canonical,high,Insular PV/SST/VIP/LAMP5/SNCG interneurons (v6 list).
AId,Cortical interneurons,Sst,positive_marker,v6_published_marker_canonical,high,Insular PV/SST/VIP/LAMP5/SNCG interneurons (v6 list).
AId,Cortical interneurons,Pvalb,positive_marker,v6_published_marker_canonical,high,Insular PV/SST/VIP/LAMP5/SNCG interneurons (v6 list).
AId,Cortical interneurons,Vip,positive_marker,v6_published_marker_canonical,high,Insular PV/SST/VIP/LAMP5/SNCG interneurons (v6 list).
AId,Cortical interneurons,Lamp5,positive_marker,v6_published_marker_canonical,high,Insular PV/SST/VIP/LAMP5/SNCG interneurons (v6 list).
AId,Cortical interneurons,Sncg,positive_marker,v6_published_marker_canonical,high,Insular PV/SST/VIP/LAMP5/SNCG interneurons (v6 list).
AId,Cortical interneurons,Cck,positive_marker,v6_published_marker_canonical,high,Insular PV/SST/VIP/LAMP5/SNCG interneurons (v6 list).
AId,Cortical interneurons,Npy,positive_marker,v6_published_marker_canonical,high,Insular PV/SST/VIP/LAMP5/SNCG interneurons (v6 list).
AId,Cortical interneurons,Reln,positive_marker,v6_published_marker_canonical,high,Insular PV/SST/VIP/LAMP5/SNCG interneurons (v6 list).
AId,Cortical interneurons,Slc17a7,exclusion_marker,v6_published_marker_canonical,high,Insular PV/SST/VIP/LAMP5/SNCG interneurons (v6 list).
AId,Cortical interneurons,Cux1,exclusion_marker,v6_published_marker_canonical,high,Insular PV/SST/VIP/LAMP5/SNCG interneurons (v6 list).
AId,Cortical interneurons,Foxp2,exclusion_marker,v6_published_marker_canonical,high,Insular PV/SST/VIP/LAMP5/SNCG interneurons (v6 list).
CA,CA1 pyramidal,Slc17a7,positive_marker,v6_published_marker_canonical,high,CA1 pyramidal canonical (Cembrowski 2016/2018 hippocampal atlas).
CA,CA1 pyramidal,Wfs1,positive_marker,v6_published_marker_canonical,high,CA1 pyramidal canonical (Cembrowski 2016/2018 hippocampal atlas).
CA,CA1 pyramidal,Mpped1,positive_marker,v6_published_marker_canonical,high,CA1 pyramidal canonical (Cembrowski 2016/2018 hippocampal atlas).
CA,CA1 pyramidal,Pou3f1,positive_marker,v6_published_marker_canonical,high,CA1 pyramidal canonical (Cembrowski 2016/2018 hippocampal atlas).
CA,CA1 pyramidal,Fibcd1,positive_marker,v6_published_marker_canonical,high,CA1 pyramidal canonical (Cembrowski 2016/2018 hippocampal atlas).
CA,CA1 pyramidal,Spink8,positive_marker,v6_published_marker_canonical,high,CA1 pyramidal canonical (Cembrowski 2016/2018 hippocampal atlas).
CA,CA1 pyramidal,Cnih3,exclusion_marker,v6_published_marker_canonical,high,CA1 pyramidal canonical (Cembrowski 2016/2018 hippocampal atlas).
CA,CA1 pyramidal,Rgs14,exclusion_marker,v6_published_marker_canonical,high,CA1 pyramidal canonical (Cembrowski 2016/2018 hippocampal atlas).
CA,CA1 pyramidal,Prox1,exclusion_marker,v6_published_marker_canonical,high,CA1 pyramidal canonical (Cembrowski 2016/2018 hippocampal atlas).
CA,CA1 pyramidal,Calb1,exclusion_marker,v6_published_marker_canonical,high,CA1 pyramidal canonical (Cembrowski 2016/2018 hippocampal atlas).
CA,CA2 pyramidal,Slc17a7,positive_marker,v6_published_marker_canonical,high,CA2 KEY markers Rgs14/Amigo2/Avpr1b (Hitti & Siegelbaum 2014).
CA,CA2 pyramidal,Rgs14,positive_marker,v6_published_marker_canonical,high,CA2 KEY markers Rgs14/Amigo2/Avpr1b (Hitti & Siegelbaum 2014).
CA,CA2 pyramidal,Pcp4,positive_marker,v6_published_marker_canonical,high,CA2 KEY markers Rgs14/Amigo2/Avpr1b (Hitti & Siegelbaum 2014).
CA,CA2 pyramidal,Map3k15,positive_marker,v6_published_marker_canonical,high,CA2 KEY markers Rgs14/Amigo2/Avpr1b (Hitti & Siegelbaum 2014).
CA,CA2 pyramidal,Cacng5,positive_marker,v6_published_marker_canonical,high,CA2 KEY markers Rgs14/Amigo2/Avpr1b (Hitti & Siegelbaum 2014).
CA,CA2 pyramidal,Amigo2,positive_marker,v6_published_marker_canonical,high,CA2 KEY markers Rgs14/Amigo2/Avpr1b (Hitti & Siegelbaum 2014).
CA,CA2 pyramidal,Avpr1b,positive_marker,v6_published_marker_canonical,high,CA2 KEY markers Rgs14/Amigo2/Avpr1b (Hitti & Siegelbaum 2014).
CA,CA2 pyramidal,Wfs1,exclusion_marker,v6_published_marker_canonical,high,CA2 KEY markers Rgs14/Amigo2/Avpr1b (Hitti & Siegelbaum 2014).
CA,CA2 pyramidal,Cnih3,exclusion_marker,v6_published_marker_canonical,high,CA2 KEY markers Rgs14/Amigo2/Avpr1b (Hitti & Siegelbaum 2014).
CA,CA2 pyramidal,Prox1,exclusion_marker,v6_published_marker_canonical,high,CA2 KEY markers Rgs14/Amigo2/Avpr1b (Hitti & Siegelbaum 2014).
CA,CA3 pyramidal,Slc17a7,positive_marker,v6_published_marker_canonical,high,CA3 pyramidal canonical (Cembrowski 2016).
CA,CA3 pyramidal,Cnih3,positive_marker,v6_published_marker_canonical,high,CA3 pyramidal canonical (Cembrowski 2016).
CA,CA3 pyramidal,Coch,positive_marker,v6_published_marker_canonical,high,CA3 pyramidal canonical (Cembrowski 2016).
CA,CA3 pyramidal,Lct,positive_marker,v6_published_marker_canonical,high,CA3 pyramidal canonical (Cembrowski 2016).
CA,CA3 pyramidal,Calb2,positive_marker,v6_published_marker_canonical,high,CA3 pyramidal canonical (Cembrowski 2016).
CA,CA3 pyramidal,Wfs1,exclusion_marker,v6_published_marker_canonical,high,CA3 pyramidal canonical (Cembrowski 2016).
